nombre_seccion,nombre_producto,descripcion_producto,destacado,alergenos,moneda_1,etiqueta_1,precio_1,moneda_2,etiqueta_2,precio_2,moneda_3,etiqueta_3,precio_3
BLANCOS,Sine,"Garnatxa, Terra Alta. 500 ml",no,,EUR,,15,,,,,
BLANCOS,Experiencia,"Conca de Barberà, Parellada",no,,EUR,,24,,,,,
BLANCOS,Las cepas de Paco,"Andalucía, Palomino",no,,EUR,,28,,,,,
BLANCOS,Baudilli,"Penedès, Xarel·lo, Parellada",no,,EUR,,25,,,,,
BLANCOS,Els vinyerons vins nats,"Penedès, Xarel·lo",no,,EUR,,28,,,,,
BLANCOS,Côtes-du-Rhône Taparas,"Valle del Ródano, Garnacha blanca, Roussanne, Viognier",no,,EUR,,31,,,,,
BLANCOS,DGrappe,"Jura, Traminer",no,,EUR,,60,,,,,
